sample_id	reads_path	reads_path2
MLFH540820180314	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180314_CKDL210007516-1a-AK11638-AK26896_HFWH5CCX2_L4_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180314_CKDL210007516-1a-AK11638-AK26896_HFWH5CCX2_L4_2P_dedup.fq.gz
MLFH540820180328	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180328_CKDL210007516-1a-AK33987-AK26896_HFWH5CCX2_L4_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180328_CKDL210007516-1a-AK33987-AK26896_HFWH5CCX2_L4_2P_dedup.fq.gz
MLFH540820180412	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180412_CKDL210007516-1a-AK28238-AK26896_HFWH5CCX2_L4_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180412_CKDL210007516-1a-AK28238-AK26896_HFWH5CCX2_L4_2P_dedup.fq.gz
MLFH540820180427	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180427_CKDL210007516-1a-AK9787-AK26896_HFWH5CCX2_L4_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540820180427_CKDL210007516-1a-AK9787-AK26896_HFWH5CCX2_L4_2P_dedup.fq.gz
MLFH540920180115	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180115_CKDL210008891-1a-AK11638-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180115_CKDL210008891-1a-AK11638-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH540920180314	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180314_CKDL210008891-1a-AK33987-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180314_CKDL210008891-1a-AK33987-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH540920180328	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180328_CKDL210008891-1a-AK28238-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180328_CKDL210008891-1a-AK28238-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH540920180412	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180412_CKDL210008891-1a-AK9787-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180412_CKDL210008891-1a-AK9787-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH540920180427	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180427_CKDL210008891-1a-AK10689-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH540920180427_CKDL210008891-1a-AK10689-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH541020180115	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180115_CKDL210008891-1a-AK34068-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180115_CKDL210008891-1a-AK34068-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH541020180314	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180314_CKDL210008891-1a-AK31398-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180314_CKDL210008891-1a-AK31398-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH541020180328	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180328_CKDL210008891-1a-AK7838-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180328_CKDL210008891-1a-AK7838-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH541020180412	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180412_CKDL210008891-1a-AK34069-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180412_CKDL210008891-1a-AK34069-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH541020180427	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180427_CKDL210008891-1a-AK34070-AK9050_HFVKHCCX2_L3_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/MLFH541020180427_CKDL210008891-1a-AK34070-AK9050_HFVKHCCX2_L3_2P_dedup.fq.gz
MLFH040120180306	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120180306_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120180306_2.fq.gz
MLFH040120180321	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120180321_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120180321_2.fq.gz
MLFH040120190208	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120190208_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120190208_2.fq.gz
MLFH040120190221	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120190221_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040120190221_2.fq.gz
MLFH040220180306	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220180306_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220180306_2.fq.gz
MLFH040220180321	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220180321_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220180321_2.fq.gz
MLFH040220190208	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220190208_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220190208_2.fq.gz
MLFH040220190221	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220190221_1.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/trimmed_dedup/MLFH040220190221_2.fq.gz
MLFH541120180115	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-61_S155_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-61_S155_L002_2P_dedup.fq.gz
MLFH541120180314	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-62_S156_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-62_S156_L002_2P_dedup.fq.gz
MLFH541120180328	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-63_S157_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-63_S157_L002_2P_dedup.fq.gz
MLFH541120180412	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-64_S158_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-64_S158_L002_2P_dedup.fq.gz
MLFH541120180427	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-65_S159_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-65_S159_L002_2P_dedup.fq.gz
MLFH541220180115	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-66_S160_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-66_S160_L002_2P_dedup.fq.gz
MLFH541220180314	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-67_S161_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-67_S161_L002_2P_dedup.fq.gz
MLFH541220180328	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-68_S162_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-68_S162_L002_2P_dedup.fq.gz
MLFH541220180412	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-69_S163_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-69_S163_L002_2P_dedup.fq.gz
MLFH541220180427	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-70_S164_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-01-02-70_S164_L002_2P_dedup.fq.gz
MLFH040120200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-10_S10_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-10_S10_L001_2P_dedup.fq.gz
MLFH040220200212	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-11_S11_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-11_S11_L001_2P_dedup.fq.gz
MLFH540120190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-85_S85_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-85_S85_L001_2P_dedup.fq.gz
MLFH540120190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-86_S86_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-86_S86_L001_2P_dedup.fq.gz
MLFH540120190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-87_S87_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-87_S87_L001_2P_dedup.fq.gz
MLFH540220190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-88_S88_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-88_S88_L001_2P_dedup.fq.gz
MLFH540220190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-89_S89_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-89_S89_L001_2P_dedup.fq.gz
MLFH540220190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-90_S90_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-90_S90_L001_2P_dedup.fq.gz
MLFH540120200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-91_S91_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-91_S91_L001_2P_dedup.fq.gz
MLFH540120200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-92_S92_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-92_S92_L001_2P_dedup.fq.gz
MLFH540220200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-93_S93_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-93_S93_L001_2P_dedup.fq.gz
MLFH540220200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-94_S94_L001_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-01-94_S94_L001_2P_dedup.fq.gz
MLFH040320200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-02-31_S127_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-02-31_S127_L002_2P_dedup.fq.gz
MLFH040520200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-02-32_S128_L002_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-02-32_S128_L002_2P_dedup.fq.gz
MLFH540320190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-18_S210_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-18_S210_L003_2P_dedup.fq.gz
MLFH540320190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-19_S211_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-19_S211_L003_2P_dedup.fq.gz
MLFH540320190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-20_S212_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-20_S212_L003_2P_dedup.fq.gz
MLFH540420190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-21_S213_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-21_S213_L003_2P_dedup.fq.gz
MLFH540420190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-22_S214_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-22_S214_L003_2P_dedup.fq.gz
MLFH540420190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-23_S215_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-23_S215_L003_2P_dedup.fq.gz
MLFH540320200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-24_S216_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-24_S216_L003_2P_dedup.fq.gz
MLFH540320200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-25_S217_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-25_S217_L003_2P_dedup.fq.gz
MLFH540420200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-26_S218_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-26_S218_L003_2P_dedup.fq.gz
MLFH540420200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-27_S219_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-27_S219_L003_2P_dedup.fq.gz
MLFH040620200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-54_S246_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-54_S246_L003_2P_dedup.fq.gz
MLFH040720200212	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-55_S247_L003_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-03-55_S247_L003_2P_dedup.fq.gz
MLFH540520190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-36_S324_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-36_S324_L004_2P_dedup.fq.gz
MLFH540520190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-37_S325_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-37_S325_L004_2P_dedup.fq.gz
MLFH540520190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-38_S326_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-38_S326_L004_2P_dedup.fq.gz
MLFH540620190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-39_S327_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-39_S327_L004_2P_dedup.fq.gz
MLFH540620190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-40_S328_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-40_S328_L004_2P_dedup.fq.gz
MLFH540620190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-41_S329_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-41_S329_L004_2P_dedup.fq.gz
MLFH540520200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-42_S330_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-42_S330_L004_2P_dedup.fq.gz
MLFH540520200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-43_S331_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-43_S331_L004_2P_dedup.fq.gz
MLFH540620200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-44_S332_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-44_S332_L004_2P_dedup.fq.gz
MLFH540620200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-45_S333_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-45_S333_L004_2P_dedup.fq.gz
MLFH040820200212	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-77_S365_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-77_S365_L004_2P_dedup.fq.gz
MLFH040920200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-78_S366_L004_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-04-78_S366_L004_2P_dedup.fq.gz
MLFH540720190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-45_S429_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-45_S429_L005_2P_dedup.fq.gz
MLFH540720190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-46_S430_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-46_S430_L005_2P_dedup.fq.gz
MLFH540720190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-47_S431_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-47_S431_L005_2P_dedup.fq.gz
MLFH540820190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-48_S432_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-48_S432_L005_2P_dedup.fq.gz
MLFH540820190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-49_S433_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-49_S433_L005_2P_dedup.fq.gz
MLFH540820190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-50_S434_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-50_S434_L005_2P_dedup.fq.gz
MLFH540720200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-51_S435_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-51_S435_L005_2P_dedup.fq.gz
MLFH540720200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-52_S436_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-52_S436_L005_2P_dedup.fq.gz
MLFH540820200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-53_S437_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-53_S437_L005_2P_dedup.fq.gz
MLFH540820200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-54_S438_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-54_S438_L005_2P_dedup.fq.gz
MLFH041020200206	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-90_S474_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-90_S474_L005_2P_dedup.fq.gz
MLFH041120200212	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-91_S475_L005_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-05-91_S475_L005_2P_dedup.fq.gz
MLFH540920190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-43_S523_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-43_S523_L006_2P_dedup.fq.gz
MLFH540920190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-44_S524_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-44_S524_L006_2P_dedup.fq.gz
MLFH540920190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-45_S525_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-45_S525_L006_2P_dedup.fq.gz
MLFH541020190330	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-46_S526_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-46_S526_L006_2P_dedup.fq.gz
MLFH541020190418	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-47_S527_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-47_S527_L006_2P_dedup.fq.gz
MLFH541020190524	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-48_S528_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-48_S528_L006_2P_dedup.fq.gz
MLFH540920200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-49_S529_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-49_S529_L006_2P_dedup.fq.gz
MLFH540920200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-50_S530_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-50_S530_L006_2P_dedup.fq.gz
MLFH541020200325	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-51_S531_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-51_S531_L006_2P_dedup.fq.gz
MLFH541020200408	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-52_S532_L006_1P_dedup.fq.gz	/global/scratch/users/tbellg/pang/grenenet_reads/grenenet-phase1/dedup/21093FL-02-06-52_S532_L006_2P_dedup.fq.gz
