ecotype_id	run_accession	study_accession	fastq_ftp	fastq_md5	base_count	read_count	library_strategy	library_layout	instrument_model
9606	SRR1946195	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946195/SRR1946195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946195/SRR1946195_2.fastq.gz	620b745a4e3a890db695cd379da727cb;dd42f82ea72b611b053beac0c622d580	2346006200	11730031	WGS	PAIRED	Illumina HiSeq 2000
9637	SRR1946223	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946223/SRR1946223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946223/SRR1946223_2.fastq.gz	6658d2f5679f1fa813ddc59f5c78c309;b343bcd933ef8851f10d45106a468505	2228692800	11143464	WGS	PAIRED	Illumina HiSeq 2000
9653	SRR1946237	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946237/SRR1946237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946237/SRR1946237_2.fastq.gz	d0fcbc5a8054265b44db27629d3d7a91;2a3fe2be077dd54115fa4a06d039f85b	2348759200	11743796	WGS	PAIRED	Illumina HiSeq 2000
9758	SRR1946326	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946326/SRR1946326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946326/SRR1946326_2.fastq.gz	86f2211979f62407e1f53b121f5a393a;3333336845ec263a412755b23d14ab20	1879377094	9303847	WGS	PAIRED	Illumina HiSeq 2000
9759	SRR1946327	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946327/SRR1946327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946327/SRR1946327_2.fastq.gz	d31829016e748f9e466017b82931f99c;5dda7cb645299f101ca851a7cf12cf47	1760556250	8715625	WGS	PAIRED	Illumina HiSeq 2000
9764	SRR1946330	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946330/SRR1946330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946330/SRR1946330_2.fastq.gz	494f8d3f4acbd33482e6e30183a29a7d;284d2fa834cde376db4d653122fb8ac1	15646601446	77458423	WGS	PAIRED	Illumina HiSeq 2000
9837	SRR1946398	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946398/SRR1946398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946398/SRR1946398_2.fastq.gz	669a275723f16b84728f051437333e1c;16cf80f8585a0c060774a572fc67af70	3800972400	19004862	WGS	PAIRED	Illumina HiSeq 2000
9879	SRR1946436	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946436/SRR1946436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946436/SRR1946436_2.fastq.gz	3443b4e52f1fe55dd643bd704fa3193e;f603f224bd57c386efce796d10359442	3911399000	19556995	WGS	PAIRED	Illumina HiSeq 2000
9910	SRR1946462	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946462/SRR1946462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946462/SRR1946462_2.fastq.gz	cf20e7bc2aa0bd7b0d5e57dc47bd5f91;1f03a767745a97644c99eee251d9d330	3238764400	16193822	WGS	PAIRED	Illumina HiSeq 2000
9947	SRR1946490	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946490/SRR1946490.fastq.gz	46f6c020b3ccec98b213819a42ad598c	1409856387	35730958	WGS	PAIRED	Illumina Genome Analyzer II
