blockdef,model,cls,target,fit,band,band_lo,band_hi,rmse
clq0.9 tile,kendall,nonsnp,mean,deg15_clamp,0.00-0.50,2,7,0.1896056307513817
clq0.9 tile,kendall,nonsnp,mean,deg15_clamp,0.50-0.90,7,35,0.29386107277754847
clq0.9 tile,kendall,nonsnp,mean,deg15_clamp,0.90-0.99,35,144,0.5848775840325389
clq0.9 tile,kendall,nonsnp,mean,deg15_clamp,0.99-1.00,144,773,5.8508892124057414
clq0.9 tile,kendall,nonsnp,mean,deg20_clamp,0.00-0.50,2,7,0.18974917648780693
clq0.9 tile,kendall,nonsnp,mean,deg20_clamp,0.50-0.90,7,35,0.29372363603943125
clq0.9 tile,kendall,nonsnp,mean,deg20_clamp,0.90-0.99,35,144,0.5889628518642164
clq0.9 tile,kendall,nonsnp,mean,deg20_clamp,0.99-1.00,144,773,45.53528945230418
clq0.9 tile,kendall,nonsnp,mean,deg2,0.00-0.50,2,7,0.19234638584742259
clq0.9 tile,kendall,nonsnp,mean,deg2,0.50-0.90,7,35,0.2952020339261106
clq0.9 tile,kendall,nonsnp,mean,deg2,0.90-0.99,35,144,0.5745859650120372
clq0.9 tile,kendall,nonsnp,mean,deg2,0.99-1.00,144,773,1.1654944487119328
clq0.9 tile,kendall,nonsnp,mean,deg7,0.00-0.50,2,7,0.18937222635902473
clq0.9 tile,kendall,nonsnp,mean,deg7,0.50-0.90,7,35,0.2935103366152133
clq0.9 tile,kendall,nonsnp,mean,deg7,0.90-0.99,35,144,0.5674428005463019
clq0.9 tile,kendall,nonsnp,mean,deg7,0.99-1.00,144,773,1.1555202630685761
clq0.9 tile,kendall,nonsnp,mean,isotonic_auto,0.00-0.50,2,7,0.18871221041573333
clq0.9 tile,kendall,nonsnp,mean,isotonic_auto,0.50-0.90,7,35,0.2936055221228538
clq0.9 tile,kendall,nonsnp,mean,isotonic_auto,0.90-0.99,35,144,0.5749180020413848
clq0.9 tile,kendall,nonsnp,mean,isotonic_auto,0.99-1.00,144,773,0.9731759744822887
clq0.9 tile,kendall,nonsnp,mean,const,0.00-0.50,2,7,0.1955201984060976
clq0.9 tile,kendall,nonsnp,mean,const,0.50-0.90,7,35,0.2959469704653071
clq0.9 tile,kendall,nonsnp,mean,const,0.90-0.99,35,144,0.5692250418065312
clq0.9 tile,kendall,nonsnp,mean,const,0.99-1.00,144,773,0.9183236363930385
clq0.9 tile,kendall,nonsnp,mean,interp,0.00-0.50,2,7,0.24691368413092718
clq0.9 tile,kendall,nonsnp,mean,interp,0.50-0.90,7,35,0.39759728881435963
clq0.9 tile,kendall,nonsnp,mean,interp,0.90-0.99,35,144,0.7405942928875674
clq0.9 tile,kendall,nonsnp,mean,interp,0.99-1.00,144,773,1.4211793664315726
clq0.9 tile,lfmm,snp,sd,deg2_clamp,0.00-0.50,2,12,0.39060646655965314
clq0.9 tile,lfmm,snp,sd,deg2_clamp,0.50-0.90,12,70,0.5366724303576368
clq0.9 tile,lfmm,snp,sd,deg2_clamp,0.90-0.99,70,371,0.9337952481445685
clq0.9 tile,lfmm,snp,sd,deg2_clamp,0.99-1.00,371,3171,3.4778693057375873
clq0.9 tile,lfmm,snp,sd,deg5_clamp,0.00-0.50,2,12,0.23174220689730302
clq0.9 tile,lfmm,snp,sd,deg5_clamp,0.50-0.90,12,70,0.3954105350275573
clq0.9 tile,lfmm,snp,sd,deg5_clamp,0.90-0.99,70,371,0.7848969474593868
clq0.9 tile,lfmm,snp,sd,deg5_clamp,0.99-1.00,371,3171,1.996100490122314
clq0.9 tile,lfmm,snp,sd,deg7_clamp,0.00-0.50,2,12,0.2074387386012936
clq0.9 tile,lfmm,snp,sd,deg7_clamp,0.50-0.90,12,70,0.37063144515046653
clq0.9 tile,lfmm,snp,sd,deg7_clamp,0.90-0.99,70,371,0.7833714290312777
clq0.9 tile,lfmm,snp,sd,deg7_clamp,0.99-1.00,371,3171,2.313239522771562
clq0.9 tile,lfmm,snp,sd,deg10_clamp,0.00-0.50,2,12,0.19534579787130305
clq0.9 tile,lfmm,snp,sd,deg10_clamp,0.50-0.90,12,70,0.36417494824708296
clq0.9 tile,lfmm,snp,sd,deg10_clamp,0.90-0.99,70,371,0.7656428320072505
clq0.9 tile,lfmm,snp,sd,deg10_clamp,0.99-1.00,371,3171,2.46407811426419
clq0.9 tile,lfmm,snp,sd,deg15_clamp,0.00-0.50,2,12,0.19354093694577407
clq0.9 tile,lfmm,snp,sd,deg15_clamp,0.50-0.90,12,70,0.36519545484243066
clq0.9 tile,lfmm,snp,sd,deg15_clamp,0.90-0.99,70,371,0.7766456390693367
clq0.9 tile,lfmm,snp,sd,deg15_clamp,0.99-1.00,371,3171,42.074957794606334
clq0.9 tile,lfmm,snp,sd,deg20_clamp,0.00-0.50,2,12,0.193131449465028
clq0.9 tile,lfmm,snp,sd,deg20_clamp,0.50-0.90,12,70,0.3649155836012933
clq0.9 tile,lfmm,snp,sd,deg20_clamp,0.90-0.99,70,371,0.7776074555693773
clq0.9 tile,lfmm,snp,sd,deg20_clamp,0.99-1.00,371,3171,421.04182229172676
clq0.9 tile,lfmm,snp,sd,deg2,0.00-0.50,2,12,0.39060646655965314
clq0.9 tile,lfmm,snp,sd,deg2,0.50-0.90,12,70,0.5366724303576368
clq0.9 tile,lfmm,snp,sd,deg2,0.90-0.99,70,371,0.9337952481445685
clq0.9 tile,lfmm,snp,sd,deg2,0.99-1.00,371,3171,3.7622811339036657
clq0.9 tile,lfmm,snp,sd,deg7,0.00-0.50,2,12,0.2074387386012936
clq0.9 tile,lfmm,snp,sd,deg7,0.50-0.90,12,70,0.37063144515046653
clq0.9 tile,lfmm,snp,sd,deg7,0.90-0.99,70,371,0.7833714290312777
clq0.9 tile,lfmm,snp,sd,deg7,0.99-1.00,371,3171,98.9800939617481
clq0.9 tile,lfmm,snp,sd,isotonic,0.00-0.50,2,12,0.1944023272980933
clq0.9 tile,lfmm,snp,sd,isotonic,0.50-0.90,12,70,0.37408033873419033
clq0.9 tile,lfmm,snp,sd,isotonic,0.90-0.99,70,371,0.8291830694918808
clq0.9 tile,lfmm,snp,sd,isotonic,0.99-1.00,371,3171,2.227228179943984
clq0.9 tile,lfmm,snp,mean,deg2_clamp,0.00-0.50,2,12,0.23875233826443432
clq0.9 tile,lfmm,snp,mean,deg2_clamp,0.50-0.90,12,70,0.42446072975289145
clq0.9 tile,lfmm,snp,mean,deg2_clamp,0.90-0.99,70,371,0.7713789370389799
clq0.9 tile,lfmm,snp,mean,deg2_clamp,0.99-1.00,371,3171,1.4713490900584216
clq0.9 tile,lfmm,snp,mean,deg5_clamp,0.00-0.50,2,12,0.23839332173333205
clq0.9 tile,lfmm,snp,mean,deg5_clamp,0.50-0.90,12,70,0.425775484723305
clq0.9 tile,lfmm,snp,mean,deg5_clamp,0.90-0.99,70,371,0.7786825507104117
clq0.9 tile,lfmm,snp,mean,deg5_clamp,0.99-1.00,371,3171,1.5845231307464314
clq0.9 tile,lfmm,snp,mean,deg7_clamp,0.00-0.50,2,12,0.23835956853431658
clq0.9 tile,lfmm,snp,mean,deg7_clamp,0.50-0.90,12,70,0.42677575229992615
clq0.9 tile,lfmm,snp,mean,deg7_clamp,0.90-0.99,70,371,0.7798301672924853
clq0.9 tile,lfmm,snp,mean,deg7_clamp,0.99-1.00,371,3171,1.6419693154319486
clq0.9 tile,lfmm,snp,mean,deg10_clamp,0.00-0.50,2,12,0.23860847383382486
clq0.9 tile,lfmm,snp,mean,deg10_clamp,0.50-0.90,12,70,0.4278978322700012
clq0.9 tile,lfmm,snp,mean,deg10_clamp,0.90-0.99,70,371,0.7837392634807075
clq0.9 tile,lfmm,snp,mean,deg10_clamp,0.99-1.00,371,3171,1.7004211628975447
clq0.9 tile,lfmm,snp,mean,deg15_clamp,0.00-0.50,2,12,0.23802782177025134
clq0.9 tile,lfmm,snp,mean,deg15_clamp,0.50-0.90,12,70,0.4276508434219844
clq0.9 tile,lfmm,snp,mean,deg15_clamp,0.90-0.99,70,371,0.8092088214516286
clq0.9 tile,lfmm,snp,mean,deg15_clamp,0.99-1.00,371,3171,31.802749520142697
clq0.9 tile,lfmm,snp,mean,deg20_clamp,0.00-0.50,2,12,0.23797640092916256
clq0.9 tile,lfmm,snp,mean,deg20_clamp,0.50-0.90,12,70,0.4270061958321153
clq0.9 tile,lfmm,snp,mean,deg20_clamp,0.90-0.99,70,371,0.8152208288885197
clq0.9 tile,lfmm,snp,mean,deg20_clamp,0.99-1.00,371,3171,195.32867437453947
clq0.9 tile,lfmm,snp,mean,deg2,0.00-0.50,2,12,0.23875233826443432
clq0.9 tile,lfmm,snp,mean,deg2,0.50-0.90,12,70,0.42446072975289145
clq0.9 tile,lfmm,snp,mean,deg2,0.90-0.99,70,371,0.7713789370389799
clq0.9 tile,lfmm,snp,mean,deg2,0.99-1.00,371,3171,1.4914204426337903
clq0.9 tile,lfmm,snp,mean,deg7,0.00-0.50,2,12,0.23835956853431658
clq0.9 tile,lfmm,snp,mean,deg7,0.50-0.90,12,70,0.42677575229992615
clq0.9 tile,lfmm,snp,mean,deg7,0.90-0.99,70,371,0.7798301672924853
clq0.9 tile,lfmm,snp,mean,deg7,0.99-1.00,371,3171,40.97160314702483
clq0.9 tile,lfmm,snp,mean,isotonic_auto,0.00-0.50,2,12,0.23826255697603158
clq0.9 tile,lfmm,snp,mean,isotonic_auto,0.50-0.90,12,70,0.4273688370687575
clq0.9 tile,lfmm,snp,mean,isotonic_auto,0.90-0.99,70,371,0.7927788364036442
clq0.9 tile,lfmm,snp,mean,isotonic_auto,0.99-1.00,371,3171,1.5648185183093064
clq0.9 tile,lfmm,snp,mean,const,0.00-0.50,2,12,0.24140109642066143
clq0.9 tile,lfmm,snp,mean,const,0.50-0.90,12,70,0.4251454437846376
clq0.9 tile,lfmm,snp,mean,const,0.90-0.99,70,371,0.7634702330416545
clq0.9 tile,lfmm,snp,mean,const,0.99-1.00,371,3171,1.2402081579501325
clq0.9 tile,lfmm,snp,mean,interp,0.00-0.50,2,12,0.3394598602631656
clq0.9 tile,lfmm,snp,mean,interp,0.50-0.90,12,70,0.6277773589201134
clq0.9 tile,lfmm,snp,mean,interp,0.90-0.99,70,371,1.2147108892229543
clq0.9 tile,lfmm,snp,mean,interp,0.99-1.00,371,3171,1.8314933246821206
clq0.9 tile,lfmm,sv,sd,deg2_clamp,0.00-0.50,2,4,0.10375656134590754
clq0.9 tile,lfmm,sv,sd,deg2_clamp,0.50-0.90,4,11,0.13871362138331378
clq0.9 tile,lfmm,sv,sd,deg2_clamp,0.90-0.99,11,26,0.19236995436106047
clq0.9 tile,lfmm,sv,sd,deg2_clamp,0.99-1.00,26,62,0.3283181066793098
clq0.9 tile,lfmm,sv,sd,deg5_clamp,0.00-0.50,2,4,0.10463790707558893
clq0.9 tile,lfmm,sv,sd,deg5_clamp,0.50-0.90,4,11,0.13972163062001458
clq0.9 tile,lfmm,sv,sd,deg5_clamp,0.90-0.99,11,26,0.20713505240491498
clq0.9 tile,lfmm,sv,sd,deg5_clamp,0.99-1.00,26,62,0.319997059544492
clq0.9 tile,lfmm,sv,sd,deg7_clamp,0.00-0.50,2,4,0.10634978315207502
clq0.9 tile,lfmm,sv,sd,deg7_clamp,0.50-0.90,4,11,0.14283179902616866
clq0.9 tile,lfmm,sv,sd,deg7_clamp,0.90-0.99,11,26,0.20862273556369004
clq0.9 tile,lfmm,sv,sd,deg7_clamp,0.99-1.00,26,62,0.30984096704267905
clq0.9 tile,lfmm,sv,sd,deg10_clamp,0.00-0.50,2,4,0.10701689620618667
clq0.9 tile,lfmm,sv,sd,deg10_clamp,0.50-0.90,4,11,0.14654024699607332
clq0.9 tile,lfmm,sv,sd,deg10_clamp,0.90-0.99,11,26,0.20825554782344752
clq0.9 tile,lfmm,sv,sd,deg10_clamp,0.99-1.00,26,62,0.47430209551040453
clq0.9 tile,lfmm,sv,sd,deg15_clamp,0.00-0.50,2,4,0.11059646063617457
clq0.9 tile,lfmm,sv,sd,deg15_clamp,0.50-0.90,4,11,0.15047875127353383
clq0.9 tile,lfmm,sv,sd,deg15_clamp,0.90-0.99,11,26,0.2273422359612634
clq0.9 tile,lfmm,sv,sd,deg15_clamp,0.99-1.00,26,62,76.8864532418817
clq0.9 tile,lfmm,sv,sd,deg20_clamp,0.00-0.50,2,4,0.11059424892480892
clq0.9 tile,lfmm,sv,sd,deg20_clamp,0.50-0.90,4,11,0.15251102672656375
clq0.9 tile,lfmm,sv,sd,deg20_clamp,0.90-0.99,11,26,0.23190757835180414
clq0.9 tile,lfmm,sv,sd,deg20_clamp,0.99-1.00,26,62,1801.9735693806979
clq0.9 tile,lfmm,sv,sd,deg2,0.00-0.50,2,4,0.10375656134590754
clq0.9 tile,lfmm,sv,sd,deg2,0.50-0.90,4,11,0.13871362138331378
clq0.9 tile,lfmm,sv,sd,deg2,0.90-0.99,11,26,0.19236995436106047
clq0.9 tile,lfmm,sv,sd,deg2,0.99-1.00,26,62,0.3626537422400909
clq0.9 tile,lfmm,sv,sd,deg7,0.00-0.50,2,4,0.10634978315207502
clq0.9 tile,lfmm,sv,sd,deg7,0.50-0.90,4,11,0.14283179902616866
clq0.9 tile,lfmm,sv,sd,deg7,0.90-0.99,11,26,0.20862273556369004
clq0.9 tile,lfmm,sv,sd,deg7,0.99-1.00,26,62,5.77090519804239
clq0.9 tile,lfmm,sv,sd,isotonic,0.00-0.50,2,4,0.1072915178162364
clq0.9 tile,lfmm,sv,sd,isotonic,0.50-0.90,4,11,0.1481983831218272
clq0.9 tile,lfmm,sv,sd,isotonic,0.90-0.99,11,26,0.2248164849662349
clq0.9 tile,lfmm,sv,sd,isotonic,0.99-1.00,26,62,0.29357857787584896
clq0.9 tile,lfmm,sv,mean,deg2_clamp,0.00-0.50,2,4,0.1604796546413933
clq0.9 tile,lfmm,sv,mean,deg2_clamp,0.50-0.90,4,11,0.16643966518616032
clq0.9 tile,lfmm,sv,mean,deg2_clamp,0.90-0.99,11,26,0.1997295112679783
clq0.9 tile,lfmm,sv,mean,deg2_clamp,0.99-1.00,26,62,0.4443784860214396
clq0.9 tile,lfmm,sv,mean,deg5_clamp,0.00-0.50,2,4,0.16365093580028484
clq0.9 tile,lfmm,sv,mean,deg5_clamp,0.50-0.90,4,11,0.1682723890353453
clq0.9 tile,lfmm,sv,mean,deg5_clamp,0.90-0.99,11,26,0.22141425644232857
clq0.9 tile,lfmm,sv,mean,deg5_clamp,0.99-1.00,26,62,0.44102286248581263
clq0.9 tile,lfmm,sv,mean,deg7_clamp,0.00-0.50,2,4,0.16537047758064616
clq0.9 tile,lfmm,sv,mean,deg7_clamp,0.50-0.90,4,11,0.1702679447197686
clq0.9 tile,lfmm,sv,mean,deg7_clamp,0.90-0.99,11,26,0.2314411277812726
clq0.9 tile,lfmm,sv,mean,deg7_clamp,0.99-1.00,26,62,0.4262555580813336
clq0.9 tile,lfmm,sv,mean,deg10_clamp,0.00-0.50,2,4,0.16434480948820665
clq0.9 tile,lfmm,sv,mean,deg10_clamp,0.50-0.90,4,11,0.16804866185000725
clq0.9 tile,lfmm,sv,mean,deg10_clamp,0.90-0.99,11,26,0.23392084367097551
clq0.9 tile,lfmm,sv,mean,deg10_clamp,0.99-1.00,26,62,0.9613275347083231
clq0.9 tile,lfmm,sv,mean,deg15_clamp,0.00-0.50,2,4,0.16621593785108896
clq0.9 tile,lfmm,sv,mean,deg15_clamp,0.50-0.90,4,11,0.17339841011564855
clq0.9 tile,lfmm,sv,mean,deg15_clamp,0.90-0.99,11,26,0.24448000819048937
clq0.9 tile,lfmm,sv,mean,deg15_clamp,0.99-1.00,26,62,31.294032816322122
clq0.9 tile,lfmm,sv,mean,deg20_clamp,0.00-0.50,2,4,0.16875624521184146
clq0.9 tile,lfmm,sv,mean,deg20_clamp,0.50-0.90,4,11,0.17650046382768686
clq0.9 tile,lfmm,sv,mean,deg20_clamp,0.90-0.99,11,26,0.2574604097282663
clq0.9 tile,lfmm,sv,mean,deg20_clamp,0.99-1.00,26,62,1221.738564976699
clq0.9 tile,lfmm,sv,mean,deg2,0.00-0.50,2,4,0.1604796546413933
clq0.9 tile,lfmm,sv,mean,deg2,0.50-0.90,4,11,0.16643966518616032
clq0.9 tile,lfmm,sv,mean,deg2,0.90-0.99,11,26,0.1997295112679783
clq0.9 tile,lfmm,sv,mean,deg2,0.99-1.00,26,62,0.46623654626573946
clq0.9 tile,lfmm,sv,mean,deg7,0.00-0.50,2,4,0.16537047758064616
clq0.9 tile,lfmm,sv,mean,deg7,0.50-0.90,4,11,0.1702679447197686
clq0.9 tile,lfmm,sv,mean,deg7,0.90-0.99,11,26,0.2314411277812726
clq0.9 tile,lfmm,sv,mean,deg7,0.99-1.00,26,62,4.716792914474906
clq0.9 tile,lfmm,sv,mean,isotonic_auto,0.00-0.50,2,4,0.16412276616077426
clq0.9 tile,lfmm,sv,mean,isotonic_auto,0.50-0.90,4,11,0.17122296934041417
clq0.9 tile,lfmm,sv,mean,isotonic_auto,0.90-0.99,11,26,0.23713014151625816
clq0.9 tile,lfmm,sv,mean,isotonic_auto,0.99-1.00,26,62,0.4013812665315191
clq0.9 tile,lfmm,sv,mean,const,0.00-0.50,2,4,0.16081165788333066
clq0.9 tile,lfmm,sv,mean,const,0.50-0.90,4,11,0.15892368539231924
clq0.9 tile,lfmm,sv,mean,const,0.90-0.99,11,26,0.21901937124274734
clq0.9 tile,lfmm,sv,mean,const,0.99-1.00,26,62,0.3934035238804408
clq0.9 tile,lfmm,sv,mean,interp,0.00-0.50,2,4,0.23102195194504022
clq0.9 tile,lfmm,sv,mean,interp,0.50-0.90,4,11,0.24753748369787462
clq0.9 tile,lfmm,sv,mean,interp,0.90-0.99,11,26,0.2768598924403836
clq0.9 tile,lfmm,sv,mean,interp,0.99-1.00,26,62,0.42528251669200967
clq0.9 tile,lfmm,smallindel,sd,deg2_clamp,0.00-0.50,2,7,0.18556308690750947
clq0.9 tile,lfmm,smallindel,sd,deg2_clamp,0.50-0.90,7,34,0.2797756930852122
clq0.9 tile,lfmm,smallindel,sd,deg2_clamp,0.90-0.99,34,136,0.5286343433993956
clq0.9 tile,lfmm,smallindel,sd,deg2_clamp,0.99-1.00,136,719,1.2378352576719043
clq0.9 tile,lfmm,smallindel,sd,deg5_clamp,0.00-0.50,2,7,0.15616311777344383
clq0.9 tile,lfmm,smallindel,sd,deg5_clamp,0.50-0.90,7,34,0.2587247715394318
clq0.9 tile,lfmm,smallindel,sd,deg5_clamp,0.90-0.99,34,136,0.5109755209077329
clq0.9 tile,lfmm,smallindel,sd,deg5_clamp,0.99-1.00,136,719,1.3513264438320496
clq0.9 tile,lfmm,smallindel,sd,deg7_clamp,0.00-0.50,2,7,0.1538999895757964
clq0.9 tile,lfmm,smallindel,sd,deg7_clamp,0.50-0.90,7,34,0.2575091776499929
clq0.9 tile,lfmm,smallindel,sd,deg7_clamp,0.90-0.99,34,136,0.5046401295737735
clq0.9 tile,lfmm,smallindel,sd,deg7_clamp,0.99-1.00,136,719,1.3641406166887533
clq0.9 tile,lfmm,smallindel,sd,deg10_clamp,0.00-0.50,2,7,0.15360044794488928
clq0.9 tile,lfmm,smallindel,sd,deg10_clamp,0.50-0.90,7,34,0.2581222945317648
clq0.9 tile,lfmm,smallindel,sd,deg10_clamp,0.90-0.99,34,136,0.5175916966515088
clq0.9 tile,lfmm,smallindel,sd,deg10_clamp,0.99-1.00,136,719,1.4608921537491597
clq0.9 tile,lfmm,smallindel,sd,deg15_clamp,0.00-0.50,2,7,0.15057136287543035
clq0.9 tile,lfmm,smallindel,sd,deg15_clamp,0.50-0.90,7,34,0.2576265985847427
clq0.9 tile,lfmm,smallindel,sd,deg15_clamp,0.90-0.99,34,136,0.5055325538673738
clq0.9 tile,lfmm,smallindel,sd,deg15_clamp,0.99-1.00,136,719,6.097657133784878
clq0.9 tile,lfmm,smallindel,sd,deg20_clamp,0.00-0.50,2,7,0.15106133268940528
clq0.9 tile,lfmm,smallindel,sd,deg20_clamp,0.50-0.90,7,34,0.25760820452050875
clq0.9 tile,lfmm,smallindel,sd,deg20_clamp,0.90-0.99,34,136,0.5032939474504288
clq0.9 tile,lfmm,smallindel,sd,deg20_clamp,0.99-1.00,136,719,18.831056118233867
clq0.9 tile,lfmm,smallindel,sd,deg2,0.00-0.50,2,7,0.18556308690750947
clq0.9 tile,lfmm,smallindel,sd,deg2,0.50-0.90,7,34,0.2797756930852122
clq0.9 tile,lfmm,smallindel,sd,deg2,0.90-0.99,34,136,0.5286343433993956
clq0.9 tile,lfmm,smallindel,sd,deg2,0.99-1.00,136,719,1.2704926751215484
clq0.9 tile,lfmm,smallindel,sd,deg7,0.00-0.50,2,7,0.1538999895757964
clq0.9 tile,lfmm,smallindel,sd,deg7,0.50-0.90,7,34,0.2575091776499929
clq0.9 tile,lfmm,smallindel,sd,deg7,0.90-0.99,34,136,0.5046401295737735
clq0.9 tile,lfmm,smallindel,sd,deg7,0.99-1.00,136,719,2.162247321843612
clq0.9 tile,lfmm,smallindel,sd,isotonic,0.00-0.50,2,7,0.15250636985503502
clq0.9 tile,lfmm,smallindel,sd,isotonic,0.50-0.90,7,34,0.26184441642947276
clq0.9 tile,lfmm,smallindel,sd,isotonic,0.90-0.99,34,136,0.5103129925045016
clq0.9 tile,lfmm,smallindel,sd,isotonic,0.99-1.00,136,719,1.3299937798245427
clq0.9 tile,lfmm,smallindel,mean,deg2_clamp,0.00-0.50,2,7,0.1893669799146657
clq0.9 tile,lfmm,smallindel,mean,deg2_clamp,0.50-0.90,7,34,0.281564008162564
clq0.9 tile,lfmm,smallindel,mean,deg2_clamp,0.90-0.99,34,136,0.5500419217772462
clq0.9 tile,lfmm,smallindel,mean,deg2_clamp,0.99-1.00,136,719,1.070240871893924
clq0.9 tile,lfmm,smallindel,mean,deg5_clamp,0.00-0.50,2,7,0.18951497949093915
clq0.9 tile,lfmm,smallindel,mean,deg5_clamp,0.50-0.90,7,34,0.2832339167724004
clq0.9 tile,lfmm,smallindel,mean,deg5_clamp,0.90-0.99,34,136,0.5477001237657857
clq0.9 tile,lfmm,smallindel,mean,deg5_clamp,0.99-1.00,136,719,1.1534644540506729
clq0.9 tile,lfmm,smallindel,mean,deg7_clamp,0.00-0.50,2,7,0.1897220139017304
clq0.9 tile,lfmm,smallindel,mean,deg7_clamp,0.50-0.90,7,34,0.283841443810622
clq0.9 tile,lfmm,smallindel,mean,deg7_clamp,0.90-0.99,34,136,0.5515513304845188
clq0.9 tile,lfmm,smallindel,mean,deg7_clamp,0.99-1.00,136,719,1.1746738432932902
clq0.9 tile,lfmm,smallindel,mean,deg10_clamp,0.00-0.50,2,7,0.18998764744224111
clq0.9 tile,lfmm,smallindel,mean,deg10_clamp,0.50-0.90,7,34,0.284234472172722
clq0.9 tile,lfmm,smallindel,mean,deg10_clamp,0.90-0.99,34,136,0.5549724394748712
clq0.9 tile,lfmm,smallindel,mean,deg10_clamp,0.99-1.00,136,719,1.189035412760867
clq0.9 tile,lfmm,smallindel,mean,deg15_clamp,0.00-0.50,2,7,0.18989782175889502
clq0.9 tile,lfmm,smallindel,mean,deg15_clamp,0.50-0.90,7,34,0.28276166135763303
clq0.9 tile,lfmm,smallindel,mean,deg15_clamp,0.90-0.99,34,136,0.5549512861869522
clq0.9 tile,lfmm,smallindel,mean,deg15_clamp,0.99-1.00,136,719,7.4294732807651
clq0.9 tile,lfmm,smallindel,mean,deg20_clamp,0.00-0.50,2,7,0.18997163246873625
clq0.9 tile,lfmm,smallindel,mean,deg20_clamp,0.50-0.90,7,34,0.28258375793347656
clq0.9 tile,lfmm,smallindel,mean,deg20_clamp,0.90-0.99,34,136,0.5570235032015437
clq0.9 tile,lfmm,smallindel,mean,deg20_clamp,0.99-1.00,136,719,30.243067038930985
clq0.9 tile,lfmm,smallindel,mean,deg2,0.00-0.50,2,7,0.1893669799146657
clq0.9 tile,lfmm,smallindel,mean,deg2,0.50-0.90,7,34,0.281564008162564
clq0.9 tile,lfmm,smallindel,mean,deg2,0.90-0.99,34,136,0.5500419217772462
clq0.9 tile,lfmm,smallindel,mean,deg2,0.99-1.00,136,719,1.0699598330675124
clq0.9 tile,lfmm,smallindel,mean,deg7,0.00-0.50,2,7,0.1897220139017304
clq0.9 tile,lfmm,smallindel,mean,deg7,0.50-0.90,7,34,0.283841443810622
clq0.9 tile,lfmm,smallindel,mean,deg7,0.90-0.99,34,136,0.5515513304845188
clq0.9 tile,lfmm,smallindel,mean,deg7,0.99-1.00,136,719,2.7471429539206484
clq0.9 tile,lfmm,smallindel,mean,isotonic_auto,0.00-0.50,2,7,0.1897540026485014
clq0.9 tile,lfmm,smallindel,mean,isotonic_auto,0.50-0.90,7,34,0.28212045199010943
clq0.9 tile,lfmm,smallindel,mean,isotonic_auto,0.90-0.99,34,136,0.5541544959752404
clq0.9 tile,lfmm,smallindel,mean,isotonic_auto,0.99-1.00,136,719,1.1683951993529003
clq0.9 tile,lfmm,smallindel,mean,const,0.00-0.50,2,7,0.1913755893481679
clq0.9 tile,lfmm,smallindel,mean,const,0.50-0.90,7,34,0.28196705347099926
clq0.9 tile,lfmm,smallindel,mean,const,0.90-0.99,34,136,0.5325377695344444
clq0.9 tile,lfmm,smallindel,mean,const,0.99-1.00,136,719,1.0531149755639362
clq0.9 tile,lfmm,smallindel,mean,interp,0.00-0.50,2,7,0.2848171267047208
clq0.9 tile,lfmm,smallindel,mean,interp,0.50-0.90,7,34,0.38716406563140915
clq0.9 tile,lfmm,smallindel,mean,interp,0.90-0.99,34,136,0.753901098309825
clq0.9 tile,lfmm,smallindel,mean,interp,0.99-1.00,136,719,1.2840337540601499
clq0.9 tile,lfmm,nonsnp,sd,deg2_clamp,0.00-0.50,2,7,0.19307937951359322
clq0.9 tile,lfmm,nonsnp,sd,deg2_clamp,0.50-0.90,7,35,0.27538155341723203
clq0.9 tile,lfmm,nonsnp,sd,deg2_clamp,0.90-0.99,35,144,0.5599332742934986
clq0.9 tile,lfmm,nonsnp,sd,deg2_clamp,0.99-1.00,144,773,1.1837578590212718
clq0.9 tile,lfmm,nonsnp,sd,deg5_clamp,0.00-0.50,2,7,0.16209352068456404
clq0.9 tile,lfmm,nonsnp,sd,deg5_clamp,0.50-0.90,7,35,0.258598443959536
clq0.9 tile,lfmm,nonsnp,sd,deg5_clamp,0.90-0.99,35,144,0.5440147627478421
clq0.9 tile,lfmm,nonsnp,sd,deg5_clamp,0.99-1.00,144,773,1.31206589119645
clq0.9 tile,lfmm,nonsnp,sd,deg7_clamp,0.00-0.50,2,7,0.15747641681887967
clq0.9 tile,lfmm,nonsnp,sd,deg7_clamp,0.50-0.90,7,35,0.25972062343762337
clq0.9 tile,lfmm,nonsnp,sd,deg7_clamp,0.90-0.99,35,144,0.5273230859383722
clq0.9 tile,lfmm,nonsnp,sd,deg7_clamp,0.99-1.00,144,773,1.3368644605531554
clq0.9 tile,lfmm,nonsnp,sd,deg10_clamp,0.00-0.50,2,7,0.1579633336605511
clq0.9 tile,lfmm,nonsnp,sd,deg10_clamp,0.50-0.90,7,35,0.2605097791482868
clq0.9 tile,lfmm,nonsnp,sd,deg10_clamp,0.90-0.99,35,144,0.5282276640740176
clq0.9 tile,lfmm,nonsnp,sd,deg10_clamp,0.99-1.00,144,773,1.3815367993744407
clq0.9 tile,lfmm,nonsnp,sd,deg15_clamp,0.00-0.50,2,7,0.15541581079932837
clq0.9 tile,lfmm,nonsnp,sd,deg15_clamp,0.50-0.90,7,35,0.2590993926840647
clq0.9 tile,lfmm,nonsnp,sd,deg15_clamp,0.90-0.99,35,144,0.5373192476274892
clq0.9 tile,lfmm,nonsnp,sd,deg15_clamp,0.99-1.00,144,773,5.754078881765208
