source_type	ecotype_id	run_accession	sample_alias	study_accession	fastq_ftp	fastq_md5	base_count	read_count	library_strategy	library_layout	instrument_model
ENA	9517	SRR1946116	9517	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946116/SRR1946116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946116/SRR1946116_2.fastq.gz	65bcd8d0ef997ec1655c0696532525ff;476ba5ffc44906f9c4b25c26b1ee4f65	2509323400	12546617	WGS	PAIRED	Illumina HiSeq 2000
ENA	9521	SRR1946120	9521	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946120/SRR1946120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946120/SRR1946120_2.fastq.gz	748be2825628f421aea33828af1404ea;992bde30a81ea98c4597d2975d5cdc41	3572564800	17862824	WGS	PAIRED	Illumina HiSeq 2000
ENA	9522	SRR1946121	9522	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946121/SRR1946121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946121/SRR1946121_2.fastq.gz	b0d2d4c84de0e296a4a360321716f37c;91e77f0d04018ac0a35492a27df1820c	3356626400	16783132	WGS	PAIRED	Illumina HiSeq 2000
ENA	9523	SRR1946122	9523	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946122/SRR1946122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946122/SRR1946122_2.fastq.gz	dde79da8c0287e48537d00bd4248f26d;bcec8936d05f768966863f38579d7c88	3882770600	19413853	WGS	PAIRED	Illumina HiSeq 2000
ENA	9524	SRR1946123	9524	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946123/SRR1946123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946123/SRR1946123_2.fastq.gz	f8df2131c117af6e8517473a07311fa0;358ff023adc9782e55156dbc256a0174	3516171600	17580858	WGS	PAIRED	Illumina HiSeq 2000
ENA	9526	SRR1946125	9526	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946125/SRR1946125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946125/SRR1946125_2.fastq.gz	11de08a1de52516ae91ed17fa51b9c39;d1274ac43a5489e4d923eb3ed7e45d10	3831874400	19159372	WGS	PAIRED	Illumina HiSeq 2000
ENA	9527	SRR1946126	9527	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946126/SRR1946126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946126/SRR1946126_2.fastq.gz	b84033dd1d3ba46e15302cddf497ba20;5df73bedc96f829ef9345e21fc7f2b82	3992200800	19961004	WGS	PAIRED	Illumina HiSeq 2000
ENA	9528	SRR1946127	9528	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946127/SRR1946127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946127/SRR1946127_2.fastq.gz	a44f9a53528886a05fc2631dd2ea305f;9c98f5f53c828215717112bdaf36980d	2368373400	11841867	WGS	PAIRED	Illumina HiSeq 2000
ENA	9529	SRR1946128	9529	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946128/SRR1946128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946128/SRR1946128_2.fastq.gz	efefa7adbc8c449b7f8620adb08929db;cc635b0d00c6830c807531f0c50fefed	3766491400	18832457	WGS	PAIRED	Illumina HiSeq 2000
ENA	9534	SRR1946133	9534	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946133/SRR1946133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946133/SRR1946133_2.fastq.gz	e32ad5546d710a4f95e6c229e92fd72d;7315e2817e84b10b4e2f054032c975f0	4600210400	23001052	WGS	PAIRED	Illumina HiSeq 2000
ENA	9535	SRR1946134	9535	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946134/SRR1946134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946134/SRR1946134_2.fastq.gz	d1ef91d1e04d929d68f05ac59c96e4f2;570baafb0257f84a83dab701931b2d67	3706452400	18532262	WGS	PAIRED	Illumina HiSeq 2000
ENA	9539	SRR1946137	9539	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946137/SRR1946137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946137/SRR1946137_2.fastq.gz	1690a4096ce74f9db50cf1d83d095d4d;78c0c81aced12e24ce5842cd4d074340	2949245600	14746228	WGS	PAIRED	Illumina HiSeq 2000
ENA	9544	SRR1946142	9544	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946142/SRR1946142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946142/SRR1946142_2.fastq.gz	baa1c7907751195044e0afd4a7983561;38d1466b13c080978e76f7b175f54cd8	3741462800	18707314	WGS	PAIRED	Illumina HiSeq 2000
ENA	9547	SRR1946145	9547	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946145/SRR1946145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946145/SRR1946145_2.fastq.gz	bbf8ee969f1bbfc2119a9af0f99e2659;d2ab01aaeb4bd3266e394a9f892eae71	3265357200	16326786	WGS	PAIRED	Illumina HiSeq 2000
ENA	9548	SRR1946146	9548	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946146/SRR1946146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946146/SRR1946146_2.fastq.gz	f5acbaec57325a8e0e4d3cc75362fa98;412a82f5b1a2a60dd768556a831beda8	4957770152	25214662	WGS	PAIRED	Illumina HiSeq 2000
ENA	9560	SRR1946158	9560	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946158/SRR1946158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946158/SRR1946158_2.fastq.gz	59cb5cd7a9baee7bd48ccdc247e80872;ca88420a501fa9a1b9bf75f7f07811a1	3285148000	16425740	WGS	PAIRED	Illumina HiSeq 2000
ENA	9562	SRR1946160	9562	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946160/SRR1946160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946160/SRR1946160_2.fastq.gz	ac4d2149c37e701ce359db3a1ff5eae7;bf05e52ac710b09e601d3fa862de42af	2815628000	14078140	WGS	PAIRED	Illumina HiSeq 2000
ENA	9574	SRR1946168	9574	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946168/SRR1946168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946168/SRR1946168_2.fastq.gz	9978a44ed430b8415dfaf06f9cc06c50;32500b88db9451760eff6de12b991a95	3572124800	17860624	WGS	PAIRED	Illumina HiSeq 2000
ENA	9577	SRR1946170	9577	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946170/SRR1946170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946170/SRR1946170_2.fastq.gz	c88958c85817fffea34a07dd8012564a;4124567abdff3b7a8cb95fb9a18e3554	3802152800	19010764	WGS	PAIRED	Illumina HiSeq 2000
ENA	9579	SRR1946172	9579	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946172/SRR1946172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946172/SRR1946172_2.fastq.gz	317480e886effcd55132fb4321b65ba3;819433a0d2b47c84643a5d098602ddac	3238573000	16192865	WGS	PAIRED	Illumina HiSeq 2000
ENA	9584	SRR1946176	9584	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946176/SRR1946176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946176/SRR1946176_2.fastq.gz	662c6bce699c8680bcfbe3132f2d094b;e297549d556f558bfc98ad740ca2c0a6	3412293200	17061466	WGS	PAIRED	Illumina HiSeq 2000
ENA	9586	SRR1946178	9586	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946178/SRR1946178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946178/SRR1946178_2.fastq.gz	d6135e2eea71e81a991c1ce3a6f347e8;639c391c29e719dc44cae38d111c8dc4	3471886000	17359430	WGS	PAIRED	Illumina HiSeq 2000
ENA	9587	SRR1946179	9587	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946179/SRR1946179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946179/SRR1946179_2.fastq.gz	f894c5d550294ac627680b4301ec4a0a;3aff5fdab06e67eaa388d49a847174bd	3440378400	17201892	WGS	PAIRED	Illumina HiSeq 2000
ENA	9591	SRR1946183	9591	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946183/SRR1946183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946183/SRR1946183_2.fastq.gz	a92ee2abadc089e24a72915d5a50b738;777230c5d328106bf79d65007ce988e0	3663585800	18317929	WGS	PAIRED	Illumina HiSeq 2000
ENA	9595	SRR1946187	9595	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946187/SRR1946187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946187/SRR1946187_2.fastq.gz	948e412edb7207becf6db40d4b7322cc;3f6d1f177acd86109393322ef43c0c26	3328245800	16641229	WGS	PAIRED	Illumina HiSeq 2000
ENA	9596	SRR1946188	9596	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946188/SRR1946188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946188/SRR1946188_2.fastq.gz	d963e36e80aa12a917214d164c397bd7;e6d562dee3f850c792994802c34bc4ac	2712959600	13564798	WGS	PAIRED	Illumina HiSeq 2000
ENA	9597	SRR1946189	9597	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946189/SRR1946189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946189/SRR1946189_2.fastq.gz	d9b585a06d87bcf9a1b4fa2b9e9c0409;296263e5acf6ba5ad0580cd7173bfd9a	3889700800	19448504	WGS	PAIRED	Illumina HiSeq 2000
ENA	9598	SRR1946190	9598	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946190/SRR1946190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946190/SRR1946190_2.fastq.gz	cef49ac7c7f3164f96a896bb5aad07e2;bcb96de0085dc50a0c54d27c9a993554	3101576200	15507881	WGS	PAIRED	Illumina HiSeq 2000
ENA	9602	SRR1946194	9602	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946194/SRR1946194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946194/SRR1946194_2.fastq.gz	298b6764fd3cdddf9eb68f34b210b6f5;2e92770df68750b3d6f4f61c452fc831	4939121000	24695605	WGS	PAIRED	Illumina HiSeq 2000
ENA	9612	SRR1946201	9612	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946201/SRR1946201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946201/SRR1946201_2.fastq.gz	8339830bce9d30e77a7a2607fbdba415;d8c1149c99e3feb5cddce409810d6d65	2427586800	12137934	WGS	PAIRED	Illumina HiSeq 2000
ENA	9619	SRR1946206	9619	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946206/SRR1946206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946206/SRR1946206_2.fastq.gz	222add4c6eb8d316f30e0a2000980532;382d733ad91491773a7877c2554e857b	2284233000	11421165	WGS	PAIRED	Illumina HiSeq 2000
ENA	9625	SRR1946211	9625	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946211/SRR1946211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946211/SRR1946211_2.fastq.gz	ae8461db07c0adb06678e963bc025474;e208597889eebd2d7c0c6df36378cb24	2753027000	13765135	WGS	PAIRED	Illumina HiSeq 2000
ENA	9629	SRR1946215	9629	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946215/SRR1946215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946215/SRR1946215_2.fastq.gz	e9b8bf2f0fa7d39501f55aee3a23abfa;d86af8b565b7998573909f38f3028210	2446752200	12233761	WGS	PAIRED	Illumina HiSeq 2000
ENA	9632	SRR1946218	9632	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946218/SRR1946218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946218/SRR1946218_2.fastq.gz	cd9358ae4fb2160b12b1ddd3fb456279;f1612f5d0c7953a804fb2dc51fe67f39	1959516600	9797583	WGS	PAIRED	Illumina HiSeq 2000
ENA	9634	SRR1946220	9634	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946220/SRR1946220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946220/SRR1946220_2.fastq.gz	9f1d93685ce74b8cb222c9615163c474;fa5d985e6a759ca7263f650e74ead57c	2493883200	12469416	WGS	PAIRED	Illumina HiSeq 2000
ENA	9640	SRR1946226	9640	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946226/SRR1946226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946226/SRR1946226_2.fastq.gz	1e3f623f5ef52e9b6bc651ca573d0fd6;14c9a9f7abf4c211b4faa29af9774560	2498134600	12490673	WGS	PAIRED	Illumina HiSeq 2000
ENA	9643	SRR1946229	9643	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946229/SRR1946229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/009/SRR1946229/SRR1946229_2.fastq.gz	8e99f3be266b2791ffc6a35172c837db;7fdec44303da241dad28a186c856e636	2393000200	11965001	WGS	PAIRED	Illumina HiSeq 2000
ENA	9649	SRR1946235	9649	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946235/SRR1946235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946235/SRR1946235_2.fastq.gz	4f4b2f52ccf2929852a4d7b0f5e0a78f;1be8c43b40753c69f59c4daa90988c09	2580203400	12901017	WGS	PAIRED	Illumina HiSeq 2000
ENA	9657	SRR1946240	9657	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946240/SRR1946240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946240/SRR1946240_2.fastq.gz	1fdbbd1e7c8e2fcd6026cd5229ac7c66;6e9bce125a70cd66aa1084953af65e04	2066816800	10334084	WGS	PAIRED	Illumina HiSeq 2000
ENA	9659	SRR1946242	9659	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946242/SRR1946242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946242/SRR1946242_2.fastq.gz	e7ce6224290e7bf6bc22eb3c6f0ca943;8b5c8d910f246186833504e617e62680	2788089800	13940449	WGS	PAIRED	Illumina HiSeq 2000
ENA	9697	SRR1946276	9697	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946276/SRR1946276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946276/SRR1946276_2.fastq.gz	0c7e412fd70ffbfa1bb4a408a9c1426d;a9586214084773c3223723c7bb7d44ef	4349010800	21745054	WGS	PAIRED	Illumina HiSeq 2000
ENA	9698	SRR1946277	9698	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946277/SRR1946277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946277/SRR1946277_2.fastq.gz	0bb9ae3c5708a5a90491777bd44a6b91;6b6d069514e4317730563283e2dcfce2	2866355400	14331777	WGS	PAIRED	Illumina HiSeq 2000
ENA	9699	SRR1946278	9699	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946278/SRR1946278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946278/SRR1946278_2.fastq.gz	ae818466dd4f4b2294118c3463f7bf96;ba3ee4a3d70f30d3662f927646fb4160	2262930400	11314652	WGS	PAIRED	Illumina HiSeq 2000
ENA	9713	SRR1946291	9713	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946291/SRR1946291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946291/SRR1946291_2.fastq.gz	de559318225a4c62341c0aa152d61dd6;a387d3ebcc75c85b0e391b99dc3c55fe	2394962400	11974812	WGS	PAIRED	Illumina HiSeq 2000
ENA	9716	SRR1946293	9716	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946293/SRR1946293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946293/SRR1946293_2.fastq.gz	40c82fd096c9e5dbcc872bf2d94cad86;e41caea56b8f2141f8433f469a158bfe	2205572600	11027863	WGS	PAIRED	Illumina HiSeq 2000
ENA	9719	SRR1946296	9719	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946296/SRR1946296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946296/SRR1946296_2.fastq.gz	113b10ef29c763bf084cd1f980053726;7cf206757f44bfe045735cea6edd1094	1945121000	9725605	WGS	PAIRED	Illumina HiSeq 2000
ENA	9723	SRR1946300	9723	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946300/SRR1946300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946300/SRR1946300_2.fastq.gz	f60b75ee813dec0686e813af6fd051ba;b0e4632fda5175e9a459d911249b459c	1767111200	8835556	WGS	PAIRED	Illumina HiSeq 2000
ENA	9726	SRR1946302	9726	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946302/SRR1946302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946302/SRR1946302_2.fastq.gz	506a45890cc30d30f0b1a3ef59134429;d8fa800246c735b60d34eda659c420df	2232948600	11164743	WGS	PAIRED	Illumina HiSeq 2000
ENA	9736	SRR1946311	9736	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946311/SRR1946311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946311/SRR1946311_2.fastq.gz	0279c870590e711fe2b65120fe1029e9;87a082f25e95fb16954f74641ccc3781	2052386000	10261930	WGS	PAIRED	Illumina HiSeq 2000
ENA	9737	SRR1946312	9737	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946312/SRR1946312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946312/SRR1946312_2.fastq.gz	bca9a6b38da5ff8a7bd0ede6e9cd56ef;022905383373ebab8392ce0f4487febc	2000615000	10003075	WGS	PAIRED	Illumina HiSeq 2000
ENA	9739	SRR1946314	9739	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946314/SRR1946314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946314/SRR1946314_2.fastq.gz	e384d47a3d8842c6e86dec296b9c2f84;cc95cd0ac0c4d4cd25b7d3556bd51921	3046806000	15234030	WGS	PAIRED	Illumina HiSeq 2000
ENA	9741	SRR1946315	9741	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946315/SRR1946315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946315/SRR1946315_2.fastq.gz	deb637b4ce5f63b541d11cf1cdf97066;df4eb6e29423fe13d38e62aecc259ee8	2486227000	12431135	WGS	PAIRED	Illumina HiSeq 2000
ENA	9743	SRR1946316	9743	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946316/SRR1946316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946316/SRR1946316_2.fastq.gz	c1820c2db58333acaee539ae26f34482;e6a5aaceb091055b6ecf62096dfb1cf1	2145904400	10729522	WGS	PAIRED	Illumina HiSeq 2000
ENA	9748	SRR1946320	9748	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946320/SRR1946320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/000/SRR1946320/SRR1946320_2.fastq.gz	83b7a36c4a2e8b5e59730bf445bc2f5a;1c92bbecec66610a69fb2751c390204d	2096975400	10484877	WGS	PAIRED	Illumina HiSeq 2000
ENA	9749	SRR1946321	9749	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946321/SRR1946321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946321/SRR1946321_2.fastq.gz	a0786c4ab2e980d83dd4ce944f8dabe6;f504cb67c1e600deae5ff0a967d6569f	2220973800	11104869	WGS	PAIRED	Illumina HiSeq 2000
ENA	9761	SRR1946328	9761	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946328/SRR1946328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946328/SRR1946328_2.fastq.gz	9af98ab1b7f958c20b2cb1d31af07957;5061ca88142302b5aa96672fd8251821	2974718660	14726330	WGS	PAIRED	Illumina HiSeq 2000
ENA	9766	SRR1946331	9766	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946331/SRR1946331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/001/SRR1946331/SRR1946331_2.fastq.gz	339eb6b33edbae1449b0489040db15e3;217b9d722f7e651620b8a803ebdbf7bd	1785810896	8840648	WGS	PAIRED	Illumina HiSeq 2000
ENA	9769	SRR1946333	9769	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946333/SRR1946333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/003/SRR1946333/SRR1946333_2.fastq.gz	d2967edb52c63943a66a23f6da220046;030e9f571d08ee4e6011500449676cc8	5567806400	27839032	WGS	PAIRED	Illumina HiSeq 2000
ENA	9774	SRR1946337	9774	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946337/SRR1946337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946337/SRR1946337_2.fastq.gz	0a0e61ddf76a7f68a2f47ef160431777;da778f0e7c027207460bd359f2a02f86	4862493800	24312469	WGS	PAIRED	Illumina HiSeq 2000
ENA	9775	SRR1946338	9775	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946338/SRR1946338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/008/SRR1946338/SRR1946338_2.fastq.gz	10146ac556ccadfabaec2b767375c8f3;71f19b82c59483634fdd5888f8108fac	5678677000	28393385	WGS	PAIRED	Illumina HiSeq 2000
ENA	9779	SRR1946342	9779	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946342/SRR1946342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/002/SRR1946342/SRR1946342_2.fastq.gz	02c7df2ce9d80dad71d522fdc2d1793b;767ba2e5b7d2a9436bfb4bfe791a6042	4018921000	20094605	WGS	PAIRED	Illumina HiSeq 2000
ENA	9781	SRR1946344	9781	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946344/SRR1946344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/004/SRR1946344/SRR1946344_2.fastq.gz	f0f18228b58de0cf7d982d4b354557a1;33ad508b0bd38fca98813aeb6e7b36e5	3874473000	19372365	WGS	PAIRED	Illumina HiSeq 2000
ENA	9782	SRR1946345	9782	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946345/SRR1946345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/005/SRR1946345/SRR1946345_2.fastq.gz	086bb892089ed0bb2aa7a56e1bbd03c8;a4dd78946d404851cc0fca5115326e3c	4413708200	22068541	WGS	PAIRED	Illumina HiSeq 2000
ENA	9784	SRR1946347	9784	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946347/SRR1946347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946347/SRR1946347_2.fastq.gz	3128e00087938c37ef1dbdfbbb94574b;d2ac5f27b8823c0301ded9b1edcbe9f8	4465458800	22327294	WGS	PAIRED	Illumina HiSeq 2000
ENA	9803	SRR1946366	9803	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946366/SRR1946366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/006/SRR1946366/SRR1946366_2.fastq.gz	713879b6b2484653badcf4b93535b05d;96a957a52b6e43eff6bd4af267f53fe6	3784250000	18921250	WGS	PAIRED	Illumina HiSeq 2000
ENA	9804	SRR1946367	9804	PRJNA273563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946367/SRR1946367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR194/007/SRR1946367/SRR1946367_2.fastq.gz	9e62d9f7d7fb7aea611cc2209fd711d8;3694449a8b6f54b89c207b795816a1ec	4033392000	20166960	WGS	PAIRED	Illumina HiSeq 2000
