chrom	sv_pos	sv_class	sv_size	sv_ac	max_r2_within	best_within	best_dist_within	sv_ac_cross	max_r2_cross	best_cross	best_dist_cross
Chr4	7141559	small_sv	117	43	0.114992	7183154	41595	121	0.191416	7141722	163
Chr4	7141559	small_sv	117	121	0.191416	7141722	163	20	0.169527	7104992	-36567
Chr4	7141559	small_sv	117	121	0.191416	7141722	163	43	0.114992	7183154	41595
Chr4	7141559	small_sv	117	121	0.191416	7141722	163	121	0.191416	7141722	163
Chr4	7195743	medium_sv	730	15	0.175261	7225209	29466	15	0.175261	7225209	29466
Chr4	7585207	medium_sv	721	14	0.16837	7596964	11757	14	0.16837	7596964	11757
Chr4	7585207	medium_sv	696	14	0.16837	7583995	-1212	14	0.16837	7583995	-1212
Chr4	7585207	medium_sv	696	14	0.16837	7583995	-1212	14	0.194993	7584550	-657
Chr4	7585207	medium_sv	696	14	0.194993	7584550	-657	14	0.16837	7583995	-1212
Chr4	7585207	medium_sv	696	14	0.194993	7584550	-657	14	0.194993	7584550	-657
Chr4	7758024	small_sv	251	36	0.17604	7714636	-43388	36	0.17604	7714636	-43388
Chr4	7816548	large_sv	5238	28	0.182589	7808225	-8323	28	0.182589	7808225	-8323
Chr4	7847623	small_sv	60	14	0.130645	7835943	-11680	14	0.128205	7835943	-11680
Chr4	7952926	small_sv	138	43	0.101422	7926739	-26187	43	0.101422	7926739	-26187
Chr4	7955571	small_sv	421	12	0.185815	7993312	37741	12	0.185815	7993312	37741
Chr4	8062775	small_sv	261	12	0.193018	8062595	-180	12	0.193018	8062595	-180
Chr4	8082930	small_sv	117	16	0.170123	8053581	-29349	16	0.170123	8053581	-29349
Chr4	8082930	small_sv	55	31	0.0743	8049090	-33840	31	0.0743	8049090	-33840
Chr4	8082930	small_sv	105	51	0.168396	8083518	588	51	0.168396	8083518	588
Chr4	8082930	small_sv	105	51	0.168396	8083518	588	20	0.118422	8102295	19365
Chr4	8082930	small_sv	105	20	0.118422	8102295	19365	51	0.168396	8083518	588
Chr4	8082930	small_sv	105	20	0.118422	8102295	19365	20	0.118422	8102295	19365
Chr4	8175659	small_sv	53	151	0.199568	8173642	-2017	151	0.199568	8173642	-2017
Chr4	9015423	small_sv	154	12	0.138192	9015970	547	12	0.138192	9015970	547
Chr4	9016266	small_sv	71	124	0.192955	9031301	15035	124	0.192955	9031301	15035
Chr4	9301183	small_sv	54	18	0.083624	9303885	2702	18	0.083624	9303885	2702
Chr4	9343451	medium_sv	690	17	0.131641	9310528	-32923	17	0.131641	9310528	-32923
Chr4	9343451	medium_sv	690	17	0.131641	9310528	-32923	39	0.153188	9323702	-19749
Chr4	9343451	medium_sv	690	39	0.153188	9323702	-19749	17	0.131641	9310528	-32923
Chr4	9343451	medium_sv	690	39	0.153188	9323702	-19749	39	0.153188	9323702	-19749
Chr4	9368683	medium_sv	674	209	0.187238	9366537	-2146	209	0.187238	9366537	-2146
Chr4	9419434	small_sv	469	16	0.188563	9419732	298	16	0.188563	9419732	298
Chr4	9423992	medium_sv	645	70	0.12373	9427515	3523	70	0.12373	9427515	3523
Chr4	9429416	small_sv	147	14	0.159965	9446781	17365	14	0.159965	9446781	17365
Chr4	9756179	small_sv	113	47	0.170324	9756469	290	47	0.170324	9756469	290
Chr4	9794396	medium_sv	4738	14	0.102508	9793093	-1303	14	0.102508	9793093	-1303
Chr4	9969163	small_sv	55	41	0.163915	9983438	14275	41	0.163915	9983438	14275
Chr4	9969163	small_sv	57	16	0.107905	10006830	37667	16	0.107905	10006830	37667
Chr4	9996882	small_sv	217	32	0.15815	10004905	8023	32	0.15815	10004905	8023
Chr4	10365214	small_sv	83	12	0.143035	10365656	442	12	0.143035	10365656	442
Chr4	10599281	small_sv	279	35	0.174447	10586430	-12851	35	0.174447	10586430	-12851
Chr4	10605148	small_sv	171	17	0.158704	10597976	-7172	17	0.158704	10597976	-7172
Chr4	10605148	small_sv	171	17	0.158704	10597976	-7172	13	0.198483	10597145	-8003
Chr4	10605148	small_sv	171	13	0.198483	10597145	-8003	17	0.158704	10597976	-7172
Chr4	10605148	small_sv	171	13	0.198483	10597145	-8003	13	0.198483	10597145	-8003
Chr4	10772154	medium_sv	569	14	0.172043	10773113	959	14	0.172043	10773113	959
Chr4	11141993	small_sv	68	25	0.175213	11123752	-18241	25	0.175213	11123752	-18241
Chr4	11506665	small_sv	51	36	0.140861	11458250	-48415	36	0.140861	11458250	-48415
Chr4	11506665	small_sv	53	15	0.184582	11472778	-33887	15	0.184582	11472778	-33887
Chr4	11625933	small_sv	56	28	0.193966	11671822	45889	28	0.193966	11671822	45889
Chr4	12155343	medium_sv	895	12	0.114992	12146246	-9097	12	0.114992	12146246	-9097
Chr4	12430757	small_sv	157	63	0.197848	12431096	339	63	0.197848	12431096	339
Chr4	12861366	small_sv	73	12	0.147997	12865153	3787	12	0.147997	12865153	3787
Chr4	12983088	small_sv	191	13	0.09199	12990044	6956	13	0.09199	12990044	6956
Chr4	12983088	small_sv	190	35	0.158083	12947106	-35982	35	0.158083	12947106	-35982
Chr4	14291742	small_sv	80	13	0.142342	14312916	21174	13	0.142342	14312916	21174
Chr4	14391552	small_sv	122	15	0.117833	14391728	176	15	0.117833	14391728	176
Chr4	14741993	small_sv	72	14	0.191775	14783119	41126	14	0.191775	14783119	41126
Chr4	14976583	medium_sv	4575	17	0.148125	15003883	27300	17	0.148125	15003883	27300
Chr4	15100773	small_sv	249	13	0.184409	15140923	40150	13	0.184409	15140923	40150
Chr4	15939271	small_sv	77	21	0.118198	15947661	8390	21	0.118198	15947661	8390
Chr4	16748482	medium_sv	752	15	0.177351	16745748	-2734	15	0.177351	16745748	-2734
Chr4	17081501	small_sv	54	185	0.156537	17057517	-23984	185	0.156537	17057517	-23984
Chr4	17092052	small_sv	103	126	0.193401	17043870	-48182	126	0.193401	17043870	-48182
Chr4	18505645	small_sv	161	17	0.096283	18532119	26474	17	0.096283	18532119	26474
Chr4	18505645	small_sv	158	134	0.172072	18503420	-2225	134	0.172072	18503420	-2225
Chr4	18572984	small_sv	51	25	0.134395	18523672	-49312	25	0.134395	18523672	-49312
Chr5	331224	small_sv	70	16	0.141601	334010	2786	16	0.141601	334010	2786
Chr5	331368	small_sv	153	106	0.193363	288516	-42852	106	0.193363	288516	-42852
Chr5	393997	small_sv	57	14	0.122767	393617	-380	14	0.122767	393617	-380
Chr5	567315	small_sv	119	136	0.190159	558848	-8467	136	0.190159	558848	-8467
Chr5	689370	small_sv	64	13	0.154482	704398	15028	13	0.154482	704398	15028
Chr5	744378	small_sv	91	22	0.188563	734617	-9761	22	0.188563	734617	-9761
Chr5	1087996	small_sv	404	12	0.098001	1073668	-14328	12	0.098001	1073668	-14328
Chr5	1089180	small_sv	66	18	0.194804	1124744	35564	18	0.194804	1124744	35564
Chr5	1837819	small_sv	67	15	0.080278	1837940	121	15	0.080278	1837940	121
Chr5	2264421	small_sv	55	19	0.172438	2246181	-18240	19	0.172438	2246181	-18240
Chr5	2378047	small_sv	94	16	0.169105	2390862	12815	16	0.169105	2390862	12815
Chr5	2378047	small_sv	127	14	0.185676	2328530	-49517	14	0.185676	2328530	-49517
Chr5	2386375	small_sv	85	12	0.099566	2362188	-24187	12	0.099566	2362188	-24187
Chr5	2610117	medium_sv	1041	13	0.184409	2631523	21406	13	0.184409	2631523	21406
Chr5	6411111	small_sv	126	12	0.185815	6430771	19660	12	0.185815	6430771	19660
Chr5	6910582	large_sv	5741	12	0.170814	6880007	-30575	12	0.170814	6880007	-30575
Chr5	7024031	small_sv	116	18	0.194804	7064870	40839	18	0.194804	7064870	40839
Chr5	7833872	medium_sv	902	13	0.093331	7828298	-5574	13	0.093331	7828298	-5574
Chr5	8172569	medium_sv	2108	12	0.179604	8162956	-9613	12	0.179604	8162956	-9613
Chr5	8173236	small_sv	92	17	0.157379	8186215	12979	17	0.157379	8186215	12979
Chr5	8826688	medium_sv	3433	209	0.067595	8817343	-9345	209	0.067595	8817343	-9345
Chr5	9177114	medium_sv	534	12	0.171233	9189490	12376	12	0.171233	9189490	12376
Chr5	9882626	small_sv	57	66	0.139403	9907931	25305	66	0.139403	9907931	25305
Chr5	10042463	medium_sv	981	13	0.191291	10013446	-29017	13	0.191291	10013446	-29017
Chr5	10300938	small_sv	71	23	0.104974	10283353	-17585	23	0.104974	10283353	-17585
Chr5	13775461	small_sv	52	18	0.19537	13775675	214	18	0.19537	13775675	214
Chr5	13976726	medium_sv	536	12	0.135634	13980970	4244	12	0.135634	13980970	4244
Chr5	14418860	small_sv	57	23	0.028245	14464881	46021	23	0.028245	14464881	46021
Chr5	14426430	small_sv	58	16	0.019009	14464881	38451	16	0.019009	14464881	38451
Chr5	14429055	small_sv	475	13	0.015232	14464881	35826	13	0.015232	14464881	35826
Chr5	14857436	small_sv	158	216	0.184582	14859685	2249	216	0.184582	14859685	2249
Chr5	14879160	small_sv	145	17	0.157379	14883304	4144	17	0.157379	14883304	4144
Chr5	14886806	small_sv	416	34	0.177085	14884623	-2183	34	0.177085	14884623	-2183
Chr5	15110707	medium_sv	931	144	0.181708	15121657	10950	144	0.181708	15121657	10950
Chr5	15333824	large_sv	6379	14	0.164812	15328669	-5155	14	0.164812	15328669	-5155
Chr5	15341209	medium_sv	1887	13	0.176032	15333025	-8184	13	0.176032	15333025	-8184
Chr5	15535128	medium_sv	883	13	0.144531	15531650	-3478	13	0.144531	15531650	-3478
Chr5	15764391	medium_sv	1355	45	0.199762	15770644	6253	45	0.199762	15770644	6253
Chr5	15867657	medium_sv	534	22	0.187698	15868123	466	22	0.187698	15868123	466
Chr5	15972487	medium_sv	1432	57	0.157932	15992046	19559	57	0.157932	15992046	19559
Chr5	15974015	small_sv	55	86	0.156653	15961284	-12731	86	0.156653	15961284	-12731
Chr5	16503235	medium_sv	826	14	0.151473	16483120	-20115	14	0.151473	16483120	-20115
Chr5	16513492	medium_sv	1189	20	0.177266	16528031	14539	20	0.177266	16528031	14539
Chr5	16642061	small_sv	315	106	0.159928	16638872	-3189	106	0.159928	16638872	-3189
Chr5	16756377	medium_sv	529	56	0.153846	16757033	656	56	0.153846	16757033	656
Chr5	16826315	small_sv	241	191	0.147983	16811780	-14535	191	0.147983	16811780	-14535
Chr5	16976348	medium_sv	1228	42	0.197438	16976400	52	42	0.197438	16976400	52
Chr5	17124503	medium_sv	736	14	0.15792	17125190	687	14	0.15792	17125190	687
Chr5	17132875	medium_sv	1868	45	0.154228	17131058	-1817	45	0.154228	17131058	-1817
Chr5	17251248	medium_sv	3793	129	0.181246	17242095	-9153	129	0.181246	17242095	-9153
Chr5	17328215	medium_sv	605	19	0.170909	17329198	983	19	0.170909	17329198	983
Chr5	17364370	medium_sv	2862	35	0.111496	17330753	-33617	35	0.111496	17330753	-33617
Chr5	17364370	medium_sv	2860	64	0.12202	17336479	-27891	64	0.12202	17336479	-27891
Chr5	17397764	medium_sv	984	13	0.191073	17402421	4657	13	0.191073	17402421	4657
Chr5	19744154	small_sv	120	117	0.157156	19745714	1560	117	0.157156	19745714	1560
Chr5	20089754	medium_sv	699	22	0.188563	20099237	9483	22	0.188563	20099237	9483
Chr5	20989988	small_sv	242	12	0.147997	20976154	-13834	12	0.147997	20976154	-13834
Chr5	21151332	small_sv	69	16	0.185676	21118982	-32350	16	0.185676	21118982	-32350
Chr5	21600950	small_sv	116	219	0.196557	21600428	-522	219	0.196557	21600428	-522
Chr5	21789393	small_sv	413	41	0.161445	21792317	2924	41	0.161445	21792317	2924
Chr5	21953052	small_sv	73	15	0.111645	21971858	18806	15	0.111645	21971858	18806
Chr5	22233220	small_sv	423	14	0.172913	22229837	-3383	14	0.172913	22229837	-3383
Chr5	22253315	small_sv	71	16	0.195769	22253080	-235	16	0.195769	22253080	-235
Chr5	22253416	medium_sv	542	14	0.172913	22215976	-37440	14	0.172913	22215976	-37440
Chr5	22845023	small_sv	242	13	0.185343	22845200	177	13	0.185343	22845200	177
Chr5	24586554	medium_sv	502	18	0.158003	24579362	-7192	18	0.158003	24579362	-7192
Chr5	24818694	medium_sv	1611	19	0.113647	24805505	-13189	19	0.113647	24805505	-13189
Chr5	25793419	small_sv	332	92	0.187399	25786587	-6832	92	0.187399	25786587	-6832
Chr5	25966027	small_sv	71	15	0.175261	25996350	30323	15	0.175261	25996350	30323
Chr5	26072612	small_sv	294	12	0.142979	26087519	14907	12	0.142979	26087519	14907
Chr5	26363492	medium_sv	534	18	0.185164	26366163	2671	18	0.185164	26366163	2671
Chr5	26494840	medium_sv	716	17	0.077111	26503958	9118	17	0.077111	26503958	9118
Chr5	26879870	small_sv	271	14	0.140502	26887537	7667	14	0.140502	26887537	7667
